,level_0,index,Rooms,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Price,Type(h),Type(t),Type(u),Method(S),Method(SP),Method(PI),Method(VB),Method(SA),big,medium,small
7411,7411,7411,3,2016,5.5,3.0,1.0,1.0,440.0,131.0,1930.0,-37.7663,145.0118,1000000.0,1,0,0,0,0,0,0,1,1,0,0
7412,7412,7412,2,2016,5.5,2.0,1.0,1.0,671.0,,1938.8923076923077,-37.7833,145.0135,600000.0,0,0,1,0,1,0,0,0,1,0,0
7414,7414,7414,2,2017,5.5,2.0,1.0,1.0,1938.8923076923077,,2012.0,-37.7765,144.9984,692000.0,0,0,1,0,1,0,0,0,0,1,0
7417,7417,7417,3,2017,5.5,3.0,2.0,2.0,195.0,,1938.8923076923077,-37.7678,144.9853,980000.0,0,1,0,0,1,0,0,0,0,0,1
7419,7419,7419,4,2016,5.5,4.0,2.0,1.0,355.0,,1938.8923076923077,-37.7636,144.9872,1310000.0,1,0,0,0,1,0,0,0,1,0,0
7421,7421,7421,2,2016,5.5,2.0,1.0,2.0,301.0,100.0,1925.0,-37.774,145.0081,1050000.0,1,0,0,0,1,0,0,0,1,0,0
7423,7423,7423,5,2016,5.5,5.0,3.0,1.0,450.0,265.0,1930.0,-37.7701,144.9886,1700000.0,1,0,0,0,1,0,0,0,1,0,0
7424,7424,7424,3,2016,5.5,3.0,2.0,1.0,338.0,90.0,1920.0,-37.7757,145.0119,2160000.0,1,0,0,0,1,0,0,0,1,0,0
7427,7427,7427,3,2016,5.5,3.0,1.0,2.0,501.0,,1938.8923076923077,-37.7771,145.0116,1610000.0,1,0,0,0,1,0,0,0,1,0,0
7428,7428,7428,1,2016,5.5,1.0,1.0,1.0,1938.8923076923077,43.0,2014.0,-37.7831,145.0124,400000.0,0,0,1,0,0,0,0,1,1,0,0
7429,7429,7429,4,2016,5.5,3.0,1.0,1.0,465.0,137.0,1890.0,-37.7662,144.9889,1420000.0,1,0,0,0,1,0,0,0,1,0,0
7431,7431,7431,4,2016,5.5,4.0,2.0,1.0,489.0,140.0,1910.0,-37.7762,145.0027,1950000.0,1,0,0,0,1,0,0,0,1,0,0
7432,7432,7432,5,2016,5.5,5.0,3.0,2.0,344.0,230.0,1939.0,-37.7677,145.0085,1820000.0,1,0,0,0,0,0,1,0,1,0,0
7433,7433,7433,4,2016,5.5,3.0,2.0,1.0,537.0,,1938.8923076923077,-37.7763,145.0117,1900000.0,1,0,0,1,0,0,0,0,1,0,0
7434,7434,7434,3,2016,5.5,2.0,1.0,1.0,348.0,130.0,1910.0,-37.7799,145.011,1080000.0,1,0,0,0,1,0,0,0,0,0,1
7438,7438,7438,2,2016,5.5,2.0,1.0,1.0,1938.8923076923077,10.0,1970.0,-37.7766,144.9988,570000.0,0,0,1,0,0,0,0,1,0,1,0
7439,7439,7439,3,2016,5.5,3.0,1.0,1.0,489.0,,1900.0,-37.7756,145.0002,1450000.0,1,0,0,1,0,0,0,0,0,1,0
7441,7441,7441,3,2016,5.5,3.0,1.0,2.0,582.0,,1932.0,-37.7651,145.0062,1400000.0,1,0,0,0,1,0,0,0,0,1,0
7442,7442,7442,2,2016,5.5,2.0,1.0,1.0,297.0,108.0,1910.0,-37.7627,144.9986,1340000.0,1,0,0,0,1,0,0,0,0,1,0
7443,7443,7443,1,2016,5.5,1.0,1.0,1.0,1938.8923076923077,,1938.8923076923077,-37.7839,144.9991,340000.0,0,0,1,1,0,0,0,0,1,0,0
7444,7444,7444,4,2016,5.5,4.0,3.0,2.0,187.0,,1970.0,-37.7642,145.0025,1300000.0,1,0,0,0,0,0,0,1,1,0,0
7445,7445,7445,4,2016,5.5,4.0,2.0,3.0,824.0,231.0,1920.0,-37.7803,145.0063,2340000.0,1,0,0,0,1,0,0,0,0,1,0
7446,7446,7446,2,2016,5.5,2.0,1.0,2.0,376.0,109.0,1920.0,-37.7789,144.9952,1634000.0,1,0,0,0,0,0,1,0,1,0,0
7448,7448,7448,2,2016,5.5,2.0,1.0,1.0,150.0,81.0,1995.0,-37.7665,144.9955,910000.0,1,0,0,0,1,0,0,0,1,0,0
7449,7449,7449,4,2016,5.5,4.0,1.0,1.0,382.0,168.0,1970.0,-37.7784,144.9959,1650000.0,1,0,0,0,1,0,0,0,1,0,0
7450,7450,7450,3,2016,5.5,3.0,2.0,1.0,229.0,,1938.8923076923077,-37.7671,145.0153,1130000.0,0,1,0,0,1,0,0,0,1,0,0
7451,7451,7451,4,2016,5.5,4.0,4.0,8.0,1390.0,,1912.0,-37.7767,144.9996,3850000.0,1,0,0,1,0,0,0,0,1,0,0
7453,7453,7453,3,2016,5.5,3.0,1.0,3.0,327.0,165.0,1900.0,-37.7741,144.9971,1510000.0,1,0,0,1,0,0,0,0,1,0,0
7454,7454,7454,3,2016,5.5,4.0,1.0,8.0,727.0,,1900.0,-37.7825,145.0072,1500000.0,1,0,0,1,0,0,0,0,1,0,0
7455,7455,7455,4,2016,5.5,3.0,2.0,4.0,750.0,,1938.8923076923077,-37.7825,145.0073,2315000.0,1,0,0,0,1,0,0,0,1,0,0
7457,7457,7457,3,2016,11.5,3.0,1.0,3.0,757.0,,1982.607142857143,-37.718,144.9174,892000.0,1,0,0,0,1,0,0,0,1,0,0
7458,7458,7458,2,2016,11.5,2.0,1.0,2.0,577.0,,1982.607142857143,-37.7137,144.9167,592000.0,1,0,0,0,1,0,0,0,1,0,0
7459,7459,7459,3,2016,11.5,3.0,1.0,2.0,250.0,,1982.607142857143,-37.7232,144.9148,647000.0,0,0,1,0,1,0,0,0,0,1,0
7461,7461,7461,4,2016,11.5,4.0,1.0,2.0,696.0,160.0,1955.0,-37.7209,144.9158,865000.0,1,0,0,0,1,0,0,0,0,1,0
7462,7462,7462,4,2017,11.5,4.0,2.0,2.0,590.0,237.0,1982.607142857143,-37.7151,144.9194,1350000.0,1,0,0,0,1,0,0,0,0,1,0
7464,7464,7464,2,2016,11.5,2.0,1.0,1.0,189.0,85.0,1995.0,-37.7151,144.9191,476000.0,0,0,1,0,1,0,0,0,1,0,0
7467,7467,7467,4,2016,11.5,4.0,2.0,2.0,616.0,,1950.0,-37.7134,144.9096,830000.0,1,0,0,1,0,0,0,0,0,1,0
7469,7469,7469,3,2016,11.5,3.0,1.0,0.0,715.0,111.0,1960.0,-37.7143,144.9092,706000.0,1,0,0,1,0,0,0,0,0,1,0
7470,7470,7470,4,2016,11.5,4.0,2.0,2.0,780.0,179.0,1965.0,-37.7168,144.9171,920000.0,1,0,0,0,1,0,0,0,1,0,0
7473,7473,7473,2,2016,11.5,2.0,1.0,1.0,161.0,91.0,2012.0,-37.7204,144.9131,522000.0,0,0,1,0,1,0,0,0,0,1,0
7475,7475,7475,3,2016,11.5,3.0,1.0,1.0,1982.607142857143,,1982.607142857143,-37.7233,144.9168,358500.0,0,0,1,0,1,0,0,0,0,0,1
7476,7476,7476,4,2016,11.5,3.0,1.0,1.0,553.0,137.0,1960.0,-37.7161,144.9165,690000.0,1,0,0,0,1,0,0,0,0,1,0
7479,7479,7479,4,2016,11.5,4.0,2.0,1.0,589.0,,1982.607142857143,-37.7151,144.9157,800000.0,1,0,0,0,1,0,0,0,0,1,0
7481,7481,7481,3,2017,11.5,3.0,2.0,2.0,272.0,138.0,2012.0,-37.7182,144.9244,770000.0,0,1,0,0,1,0,0,0,0,1,0
7482,7482,7482,5,2016,11.5,5.0,2.0,4.0,783.0,223.0,1950.0,-37.7207,144.9263,1100000.0,1,0,0,1,0,0,0,0,1,0,0
7484,7484,7484,3,2016,11.5,3.0,1.0,2.0,719.0,,1982.607142857143,-37.7152,144.9074,727500.0,1,0,0,0,1,0,0,0,0,1,0
7488,7488,7488,3,2016,11.5,3.0,1.0,4.0,815.0,,1997.0,-37.7151,144.9062,925000.0,1,0,0,0,1,0,0,0,0,1,0
7489,7489,7489,2,2016,11.5,2.0,1.0,1.0,118.0,113.0,2010.0,-37.7232,144.9154,475000.0,0,1,0,1,0,0,0,0,1,0,0
7494,7494,7494,3,2016,11.5,3.0,2.0,2.0,198.0,113.0,2009.0,-37.722,144.9169,651000.0,0,0,1,0,1,0,0,0,1,0,0
7495,7495,7495,3,2016,11.5,3.0,2.0,2.0,264.0,,1982.607142857143,-37.722,144.9192,770000.0,0,1,0,0,0,0,1,0,1,0,0
7496,7496,7496,3,2016,11.5,3.0,1.0,1.0,705.0,,1982.607142857143,-37.7187,144.914,900000.0,1,0,0,0,0,0,1,0,1,0,0
7497,7497,7497,3,2016,11.5,3.0,2.0,2.0,790.0,165.0,1940.0,-37.718,144.9124,815500.0,1,0,0,0,1,0,0,0,0,1,0
7498,7498,7498,3,2016,11.5,3.0,2.0,2.0,382.0,173.0,1960.0,-37.7152,144.9165,770000.0,1,0,0,0,1,0,0,0,0,1,0
7500,7500,7500,2,2017,11.5,2.0,1.0,1.0,161.0,86.0,2013.0,-37.7218,144.9188,585500.0,0,1,0,0,1,0,0,0,0,1,0
7501,7501,7501,4,2016,11.5,4.0,1.0,2.0,704.0,196.0,1960.0,-37.7143,144.9096,840000.0,1,0,0,0,0,0,1,0,1,0,0
7503,7503,7503,4,2016,11.5,4.0,1.0,1.0,780.0,,1982.607142857143,-37.7182,144.9246,1005000.0,1,0,0,0,1,0,0,0,0,1,0
7506,7506,7506,2,2016,11.5,2.0,1.0,1.0,138.0,76.0,2009.0,-37.7209,144.9179,470000.0,0,0,1,0,0,0,0,1,1,0,0
7507,7507,7507,3,2016,11.5,3.0,1.0,3.0,763.0,93.0,1960.0,-37.7178,144.9121,810000.0,1,0,0,0,0,0,1,0,0,1,0
7514,7514,7514,3,2016,11.5,3.0,1.0,1.0,196.0,,1982.607142857143,-37.7216,144.9157,550000.0,0,0,1,1,0,0,0,0,0,1,0
7516,7516,7516,4,2016,11.5,4.0,1.0,2.0,694.0,183.0,1974.0,-37.718,144.9138,855333.0,1,0,0,0,1,0,0,0,0,1,0
7518,7518,7518,5,2016,11.5,5.0,2.0,2.0,568.0,260.0,1995.0,-37.7129,144.9253,900000.0,1,0,0,0,0,0,0,1,0,1,0
7519,7519,7519,2,2016,11.5,2.0,1.0,2.0,1982.607142857143,,1982.607142857143,-37.7157,144.9165,480000.0,1,0,0,0,1,0,0,0,0,1,0
7523,7523,7523,3,2016,14.7,3.0,2.0,1.0,189.0,123.0,1973.1538461538462,-37.9122,145.0853,680000.0,0,1,0,0,1,0,0,0,0,1,0
7524,7524,7524,3,2016,14.7,3.0,1.0,2.0,646.0,,1973.1538461538462,-37.9167,145.0855,981000.0,1,0,0,0,1,0,0,0,0,1,0
7526,7526,7526,4,2016,14.7,4.0,2.0,1.0,535.0,,1973.1538461538462,-37.9384,145.0878,876000.0,1,0,0,0,1,0,0,0,0,1,0
7527,7527,7527,3,2017,14.7,3.0,2.0,1.0,258.0,105.0,1999.0,-37.9156,145.0879,875000.0,1,0,0,0,1,0,0,0,0,1,0
7530,7530,7530,4,2016,14.7,4.0,2.0,2.0,214.0,189.0,2010.0,-37.9244,145.0883,651000.0,1,0,0,1,0,0,0,0,0,1,0
7531,7531,7531,3,2016,14.7,1.0,1.0,2.0,533.0,120.0,1960.0,-37.9348,145.0836,802000.0,1,0,0,0,1,0,0,0,1,0,0
7532,7532,7532,3,2016,14.7,3.0,1.0,1.0,530.0,,1973.1538461538462,-37.9248,145.1067,995000.0,1,0,0,0,1,0,0,0,1,0,0
7534,7534,7534,4,2016,14.7,4.0,2.0,2.0,581.0,,1973.1538461538462,-37.9355,145.0979,881500.0,1,0,0,0,1,0,0,0,1,0,0
7538,7538,7538,5,2017,14.7,5.0,2.0,2.0,558.0,239.0,1987.0,-37.9366,145.0954,900000.0,1,0,0,0,1,0,0,0,1,0,0
7539,7539,7539,3,2017,14.7,3.0,2.0,2.0,1973.1538461538462,,1973.1538461538462,-37.9244,145.0885,782000.0,1,0,0,0,0,0,1,0,0,1,0
7540,7540,7540,2,2016,14.7,2.0,1.0,2.0,428.0,,1973.1538461538462,-37.9249,145.0943,580000.0,1,0,0,1,0,0,0,0,0,1,0
7544,7544,7544,3,2016,14.7,3.0,1.0,2.0,530.0,,1973.1538461538462,-37.9245,145.0937,937500.0,1,0,0,0,1,0,0,0,1,0,0
7545,7545,7545,3,2016,14.7,3.0,2.0,2.0,716.0,,1973.1538461538462,-37.9261,145.083,1080000.0,1,0,0,0,1,0,0,0,0,1,0
7546,7546,7546,3,2016,14.7,3.0,2.0,2.0,575.0,120.0,1960.0,-37.9215,145.0925,1000000.0,1,0,0,0,1,0,0,0,1,0,0
7550,7550,7550,3,2016,14.7,3.0,1.0,4.0,743.0,,1973.1538461538462,-37.9129,145.094,1235000.0,1,0,0,0,1,0,0,0,0,1,0
7551,7551,7551,4,2016,14.7,4.0,2.0,1.0,567.0,164.0,1970.0,-37.9361,145.0816,801347.0,1,0,0,0,0,0,1,0,0,1,0
7554,7554,7554,3,2017,14.7,3.0,1.0,2.0,535.0,129.0,1970.0,-37.9377,145.0856,921000.0,1,0,0,0,1,0,0,0,1,0,0
7555,7555,7555,6,2017,14.7,6.0,2.0,6.0,1200.0,181.0,1970.0,-37.9099,145.0875,1900000.0,1,0,0,0,1,0,0,0,0,1,0
7556,7556,7556,2,2016,14.7,2.0,1.0,1.0,308.0,112.0,1950.0,-37.9191,145.0855,752500.0,1,0,0,0,0,0,1,0,0,1,0
7558,7558,7558,4,2016,14.7,4.0,2.0,2.0,558.0,,1973.1538461538462,-37.9393,145.0962,800000.0,1,0,0,1,0,0,0,0,0,1,0
7563,7563,7563,3,2016,14.7,3.0,1.0,2.0,252.0,,1973.1538461538462,-37.9167,145.0879,800000.0,0,1,0,0,1,0,0,0,0,1,0
7566,7566,7566,3,2017,14.7,3.0,1.0,2.0,648.0,122.0,1940.0,-37.9196,145.0876,1067000.0,1,0,0,0,1,0,0,0,0,1,0
7567,7567,7567,4,2017,14.7,4.0,2.0,4.0,993.0,,1960.0,-37.9239,145.0943,1310000.0,1,0,0,0,1,0,0,0,0,1,0
7568,7568,7568,3,2017,14.7,3.0,2.0,2.0,1973.1538461538462,,1973.1538461538462,-37.918,145.1064,800000.0,1,0,0,0,1,0,0,0,1,0,0
7569,7569,7569,3,2016,14.7,3.0,1.0,1.0,774.0,107.0,1950.0,-37.9178,145.0872,1260500.0,1,0,0,0,1,0,0,0,0,1,0
7572,7572,7572,3,2016,14.7,3.0,1.0,2.0,531.0,118.0,1962.0,-37.9303,145.082,850500.0,1,0,0,0,1,0,0,0,0,1,0
7573,7573,7573,2,2016,14.7,2.0,1.0,1.0,204.0,,1973.1538461538462,-37.9107,145.0891,625000.0,0,0,1,0,1,0,0,0,0,1,0
7574,7574,7574,3,2016,14.7,3.0,2.0,2.0,727.0,,1973.1538461538462,-37.9187,145.1098,980500.0,1,0,0,0,1,0,0,0,0,1,0
7575,7575,7575,3,2016,14.7,3.0,2.0,2.0,609.0,172.0,1970.0,-37.9213,145.0854,1068000.0,1,0,0,0,1,0,0,0,1,0,0
7579,7579,7579,4,2016,14.7,4.0,2.0,2.0,539.0,226.0,1993.0,-37.9413,145.0957,937500.0,1,0,0,0,0,0,1,0,0,1,0
7582,7582,7582,4,2016,14.7,4.0,2.0,2.0,530.0,242.0,1980.0,-37.935,145.083,1126000.0,1,0,0,0,1,0,0,0,0,1,0
7583,7583,7583,2,2016,14.7,2.0,1.0,1.0,806.0,89.0,1965.0,-37.9112,145.0873,778000.0,1,0,0,0,1,0,0,0,1,0,0
7584,7584,7584,4,2016,2.6,4.0,2.0,2.0,357.0,249.0,2009.0,-37.7767,144.9403,1230000.0,1,0,0,0,1,0,0,0,1,0,0
7585,7585,7585,3,2016,2.6,3.0,2.0,1.0,1931.2631578947369,139.0,1931.2631578947369,-37.7818,144.9576,1360000.0,0,0,1,0,1,0,0,0,1,0,0
7588,7588,7588,2,2016,2.6,2.0,1.0,1.0,187.0,102.0,1890.0,-37.7939,144.9572,1805000.0,1,0,0,0,1,0,0,0,0,1,0
7589,7589,7589,1,2016,2.6,1.0,1.0,1.0,1931.2631578947369,,1931.2631578947369,-37.7864,144.9409,352500.0,0,0,1,0,1,0,0,0,1,0,0
7593,7593,7593,1,2017,2.6,1.0,1.0,1.0,2469.0,,1931.2631578947369,-37.7827,144.9575,395000.0,0,0,1,0,0,0,1,0,0,1,0
7595,7595,7595,1,2016,2.6,1.0,1.0,1.0,1931.2631578947369,,1931.2631578947369,-37.7864,144.9409,307000.0,1,0,0,0,1,0,0,0,1,0,0
7596,7596,7596,2,2016,2.6,2.0,2.0,1.0,190.0,172.0,1875.0,-37.7928,144.9575,2200000.0,1,0,0,0,1,0,0,0,0,1,0
7597,7597,7597,1,2016,2.6,1.0,1.0,1.0,1931.2631578947369,,1931.2631578947369,-37.7823,144.9593,485000.0,0,0,1,1,0,0,0,0,1,0,0
7600,7600,7600,4,2016,2.6,4.0,2.0,1.0,165.0,,1931.2631578947369,-37.7933,144.9556,1717500.0,1,0,0,0,1,0,0,0,0,1,0
7601,7601,7601,2,2016,2.6,2.0,1.0,0.0,70.0,102.0,1890.0,-37.7931,144.9565,1265000.0,1,0,0,0,1,0,0,0,1,0,0
7602,7602,7602,1,2016,2.6,1.0,1.0,1.0,1931.2631578947369,,1931.2631578947369,-37.7852,144.9589,401000.0,0,0,1,0,1,0,0,0,1,0,0
7603,7603,7603,4,2016,2.6,4.0,2.0,2.0,182.0,,1931.2631578947369,-37.7965,144.9544,2375000.0,1,0,0,0,1,0,0,0,0,0,1
7605,7605,7605,2,2016,2.6,2.0,1.0,1.0,172.0,,1900.0,-37.7948,144.9571,1851000.0,1,0,0,0,1,0,0,0,0,1,0
7606,7606,7606,2,2016,2.6,2.0,2.0,1.0,2427.0,,1990.0,-37.7896,144.9584,734600.0,0,0,1,0,0,0,1,0,0,1,0
7607,7607,7607,4,2016,2.6,4.0,1.0,0.0,194.0,186.0,1890.0,-37.7944,144.9542,1928000.0,1,0,0,0,1,0,0,0,1,0,0
7608,7608,7608,1,2017,2.6,1.0,1.0,1.0,2488.0,50.0,1995.0,-37.7829,144.9574,526000.0,0,0,1,0,0,0,1,0,1,0,0
7609,7609,7609,3,2016,2.6,4.0,2.0,1.0,154.0,196.0,1890.0,-37.7934,144.9562,2236000.0,1,0,0,0,1,0,0,0,0,1,0
7610,7610,7610,1,2016,2.6,1.0,1.0,1.0,2431.0,,1931.2631578947369,-37.7821,144.9576,500000.0,0,0,1,0,1,0,0,0,1,0,0
7611,7611,7611,3,2016,2.6,3.0,2.0,2.0,2401.0,132.0,1980.0,-37.7818,144.9576,1403000.0,0,0,1,0,1,0,0,0,1,0,0
7612,7612,7612,3,2016,2.6,3.0,2.0,2.0,173.0,,1931.2631578947369,-37.7795,144.9413,965000.0,1,0,0,0,0,0,1,0,0,1,0
7613,7613,7613,3,2016,2.6,3.0,2.0,1.0,1931.2631578947369,,1931.2631578947369,-37.7818,144.9576,1040000.0,0,0,1,0,1,0,0,0,1,0,0
7614,7614,7614,1,2016,2.6,1.0,1.0,1.0,1931.2631578947369,,1995.0,-37.7829,144.9574,526000.0,0,0,1,0,1,0,0,0,1,0,0
7615,7615,7615,2,2016,2.6,2.0,1.0,1.0,2193.0,,1931.2631578947369,-37.7813,144.9578,750000.0,0,0,1,0,0,0,1,0,1,0,0
7616,7616,7616,3,2016,9.9,2.0,1.0,2.0,50.0,141.0,1950.0,-37.734,144.9416,1120000.0,1,0,0,0,1,0,0,0,0,1,0
7617,7617,7617,3,2016,9.9,3.0,1.0,4.0,560.0,120.0,1960.0,-37.7156,144.9429,770000.0,1,0,0,0,1,0,0,0,1,0,0
7620,7620,7620,2,2016,9.9,2.0,1.0,3.0,629.0,,1975.0,-37.7312,144.9399,915000.0,1,0,0,0,1,0,0,0,0,0,1
7622,7622,7622,4,2016,9.9,4.0,1.0,1.0,733.0,159.0,1960.0,-37.7194,144.9307,975000.0,1,0,0,0,1,0,0,0,0,1,0
7623,7623,7623,3,2016,9.9,3.0,1.0,0.0,464.0,,1977.4430379746836,-37.7301,144.9487,770000.0,1,0,0,0,1,0,0,0,0,1,0
7624,7624,7624,3,2017,9.9,3.0,1.0,1.0,446.0,115.0,1950.0,-37.7181,144.9422,780000.0,1,0,0,0,1,0,0,0,0,1,0
7626,7626,7626,3,2017,9.9,3.0,1.0,1.0,204.0,124.0,2008.0,-37.7234,144.9497,600000.0,0,0,1,0,1,0,0,0,1,0,0
7627,7627,7627,3,2017,9.9,3.0,1.0,2.0,956.0,,1977.4430379746836,-37.7308,144.9397,1465000.0,1,0,0,0,1,0,0,0,1,0,0
7630,7630,7630,4,2017,9.9,4.0,2.0,2.0,686.0,135.0,1950.0,-37.731,144.9486,955000.0,1,0,0,0,1,0,0,0,1,0,0
7631,7631,7631,3,2017,9.9,3.0,1.0,1.0,505.0,,1977.4430379746836,-37.7187,144.9432,767000.0,1,0,0,0,1,0,0,0,0,1,0
7632,7632,7632,4,2017,9.9,4.0,2.0,2.0,559.0,281.0,1997.0,-37.7236,144.9347,1196000.0,1,0,0,0,1,0,0,0,1,0,0
7633,7633,7633,3,2016,9.9,3.0,1.0,2.0,568.0,111.0,1960.0,-37.7178,144.9422,731000.0,1,0,0,0,1,0,0,0,0,1,0
7634,7634,7634,2,2016,9.9,2.0,1.0,2.0,336.0,,1977.4430379746836,-37.7323,144.9288,555000.0,1,0,0,0,1,0,0,0,0,1,0
7635,7635,7635,3,2016,9.9,3.0,1.0,1.0,180.0,98.0,2009.0,-37.718,144.94,585000.0,0,0,1,0,1,0,0,0,1,0,0
7637,7637,7637,2,2016,9.9,2.0,1.0,1.0,113.0,94.0,1988.0,-37.7269,144.9274,480000.0,0,1,0,1,0,0,0,0,1,0,0
7638,7638,7638,4,2016,9.9,4.0,2.0,1.0,215.0,157.0,1990.0,-37.7247,144.9257,605000.0,0,1,0,1,0,0,0,0,0,1,0
7639,7639,7639,2,2016,9.9,3.0,1.0,2.0,205.0,,1977.4430379746836,-37.7317,144.9313,495000.0,0,0,1,0,0,0,1,0,0,1,0
7640,7640,7640,3,2016,9.9,3.0,1.0,1.0,821.0,106.0,1974.0,-37.7153,144.9418,738000.0,1,0,0,0,0,0,1,0,0,1,0
7641,7641,7641,2,2016,9.9,2.0,1.0,1.0,111.0,67.0,1987.0,-37.7152,144.9349,386000.0,1,0,0,0,1,0,0,0,0,0,1
7643,7643,7643,2,2016,9.9,2.0,1.0,1.0,159.0,87.0,1990.0,-37.7291,144.9446,452000.0,0,0,1,0,1,0,0,0,1,0,0
7644,7644,7644,3,2016,9.9,3.0,1.0,1.0,192.0,121.0,2005.0,-37.7177,144.9321,522500.0,1,0,0,0,1,0,0,0,0,1,0
7645,7645,7645,2,2016,9.9,2.0,1.0,1.0,253.0,,2000.0,-37.7286,144.9249,601500.0,1,0,0,0,1,0,0,0,1,0,0
7646,7646,7646,3,2016,9.9,3.0,1.0,1.0,735.0,,1977.4430379746836,-37.7282,144.9304,1305000.0,1,0,0,0,1,0,0,0,1,0,0
7648,7648,7648,2,2016,9.9,2.0,1.0,2.0,520.0,300.0,2006.0,-37.7204,144.9446,741000.0,1,0,0,0,1,0,0,0,0,1,0
7650,7650,7650,2,2016,9.9,2.0,1.0,1.0,207.0,,1975.0,-37.7283,144.9417,495000.0,0,0,1,0,1,0,0,0,0,1,0
7651,7651,7651,5,2016,9.9,5.0,2.0,5.0,759.0,,1977.4430379746836,-37.7296,144.9362,1345000.0,1,0,0,0,1,0,0,0,0,1,0
7652,7652,7652,2,2016,9.9,2.0,1.0,1.0,156.0,98.0,2004.0,-37.7311,144.9395,530000.0,0,1,0,0,0,0,1,0,1,0,0
7653,7653,7653,3,2016,9.9,2.0,1.0,1.0,438.0,94.0,1960.0,-37.7338,144.9441,815000.0,1,0,0,0,1,0,0,0,0,1,0
7654,7654,7654,4,2016,9.9,4.0,1.0,3.0,746.0,,1977.4430379746836,-37.7161,144.931,930000.0,1,0,0,1,0,0,0,0,0,1,0
7655,7655,7655,2,2016,9.9,2.0,1.0,1.0,1977.4430379746836,,1970.0,-37.7262,144.9273,521500.0,0,0,1,0,0,0,1,0,1,0,0
7656,7656,7656,4,2016,9.9,4.0,1.0,3.0,683.0,,1977.4430379746836,-37.7251,144.9394,730000.0,1,0,0,0,0,0,0,1,0,1,0
7657,7657,7657,3,2016,9.9,3.0,1.0,1.0,406.0,103.0,1960.0,-37.7269,144.9447,775000.0,1,0,0,0,1,0,0,0,0,1,0
7659,7659,7659,4,2016,9.9,4.0,2.0,2.0,770.0,,1977.4430379746836,-37.7166,144.9393,990000.0,1,0,0,0,1,0,0,0,0,1,0
7660,7660,7660,5,2016,9.9,5.0,2.0,2.0,705.0,166.0,1950.0,-37.7328,144.9281,950000.0,1,0,0,0,0,0,0,1,1,0,0
7661,7661,7661,2,2016,9.9,2.0,1.0,3.0,629.0,,1975.0,-37.7312,144.9399,915000.0,1,0,0,0,1,0,0,0,0,0,1
7663,7663,7663,3,2016,9.9,3.0,1.0,1.0,570.0,139.0,1950.0,-37.7273,144.9274,900000.0,1,0,0,0,1,0,0,0,0,1,0
7665,7665,7665,3,2017,9.9,3.0,1.0,1.0,470.0,,1977.4430379746836,-37.7315,144.9399,810000.0,1,0,0,0,1,0,0,0,0,1,0
7666,7666,7666,2,2017,9.9,2.0,1.0,2.0,650.0,,1977.4430379746836,-37.7238,144.9384,920000.0,1,0,0,0,1,0,0,0,0,1,0
7668,7668,7668,3,2016,9.9,3.0,1.0,2.0,422.0,132.0,1950.0,-37.7337,144.9458,835000.0,1,0,0,1,0,0,0,0,1,0,0
7669,7669,7669,3,2016,9.9,3.0,3.0,1.0,291.0,175.0,2009.0,-37.7271,144.9261,790000.0,0,1,0,0,1,0,0,0,0,1,0
7670,7670,7670,4,2016,9.9,4.0,2.0,1.0,455.0,147.0,1950.0,-37.7207,144.9511,810000.0,1,0,0,0,0,0,0,1,1,0,0
7671,7671,7671,3,2016,9.9,3.0,2.0,2.0,167.0,,1977.4430379746836,-37.7228,144.928,667500.0,0,1,0,0,0,0,1,0,0,1,0
7672,7672,7672,2,2016,9.9,2.0,1.0,1.0,147.0,109.0,2012.0,-37.7209,144.93,500000.0,0,1,0,0,0,0,0,1,0,1,0
7673,7673,7673,2,2016,9.9,2.0,1.0,1.0,139.0,74.0,1975.0,-37.7315,144.9301,485000.0,0,0,1,0,1,0,0,0,0,1,0
7675,7675,7675,2,2016,9.9,3.0,1.0,2.0,219.0,84.0,2001.0,-37.7283,144.9331,488000.0,0,0,1,0,1,0,0,0,1,0,0
7676,7676,7676,3,2016,9.9,3.0,2.0,2.0,608.0,168.0,1940.0,-37.7182,144.9405,900000.0,1,0,0,0,0,0,1,0,1,0,0
7679,7679,7679,2,2016,9.9,2.0,1.0,2.0,590.0,95.0,1940.0,-37.717,144.9509,680000.0,1,0,0,1,0,0,0,0,1,0,0
7680,7680,7680,3,2016,9.9,3.0,1.0,2.0,590.0,,1977.4430379746836,-37.717,144.9507,683500.0,1,0,0,0,1,0,0,0,1,0,0
7683,7683,7683,3,2016,9.9,3.0,2.0,2.0,191.0,142.0,2000.0,-37.7223,144.9315,590000.0,0,1,0,1,0,0,0,0,1,0,0
7684,7684,7684,3,2016,9.9,3.0,1.0,3.0,464.0,124.0,1955.0,-37.7184,144.9488,770000.0,1,0,0,0,0,0,1,0,1,0,0
7685,7685,7685,3,2016,9.9,3.0,1.0,2.0,628.0,,1977.4430379746836,-37.7295,144.9316,815000.0,1,0,0,0,1,0,0,0,1,0,0
7686,7686,7686,3,2016,9.9,3.0,1.0,3.0,686.0,151.0,1970.0,-37.7231,144.9252,975000.0,1,0,0,0,0,0,1,0,0,1,0
