,level_0,index,Rooms,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Type(h),Type(t),Type(u),Method(S),Method(SP),Method(PI),Method(VB),Method(SA),big,medium,small,Price
2823,4980,4980,3,2016,8.8,2.0,1.0,1.0,421.0,97.0,1930.0,-37.738,145.0064,1,0,0,0,0,0,1,0,1,0,0,939599.9999999999
2824,4981,4981,3,2016,8.8,3.0,2.0,2.0,590.0,140.0,1940.0,-37.7336,144.9958,1,0,0,0,1,0,0,0,1,0,0,1307320.0
2825,4986,4986,2,2016,8.8,2.0,1.0,1.0,310.0,72.0,1950.0,-37.7455,144.9954,1,0,0,0,1,0,0,0,1,0,0,904799.9999999999
2826,4987,4987,2,2016,8.8,2.0,1.0,1.0,472.0,139.0,1940.0,-37.7484,144.9886,1,0,0,0,1,0,0,0,1,0,0,1143760.0
2827,4989,4989,4,2016,8.8,9.0,8.0,7.0,1254.0,280.0,1928.0,-37.7367,144.9895,1,0,0,1,0,0,0,0,1,0,0,881599.9999999999
2828,4990,4990,3,2016,8.8,3.0,2.0,1.0,1954.9438775510205,142.0,1954.9438775510205,-37.7451,144.9888,1,0,0,0,1,0,0,0,1,0,0,985999.9999999999
2829,4993,4993,3,2016,8.8,3.0,1.0,2.0,504.0,506.0,1950.0,-37.7476,144.9842,1,0,0,0,1,0,0,0,1,0,0,1302680.0
2830,4995,4995,1,2016,8.8,1.0,1.0,1.0,1954.9438775510205,67.0,2005.0,-37.7441,144.9999,0,0,1,1,0,0,0,0,1,0,0,348000.0
2831,4996,4996,2,2016,8.8,2.0,1.0,3.0,493.0,95.0,1950.0,-37.74,144.9821,1,0,0,0,1,0,0,0,1,0,0,1032399.9999999999
2832,4999,4999,2,2017,8.8,2.0,1.0,1.0,529.0,528.0,1954.9438775510205,-37.7427,144.9868,1,0,0,0,0,0,1,0,1,0,0,981000.0000000001
2833,5000,5000,2,2017,8.8,2.0,2.0,1.0,1485.0,69.0,2010.0,-37.7476,145.0026,0,0,1,0,0,0,1,0,1,0,0,463250.00000000006
2834,5001,5001,2,2017,8.8,2.0,1.0,1.0,187.0,60.0,2005.0,-37.7351,145.0323,0,0,1,0,1,0,0,0,0,1,0,561350.0
2835,5002,5002,3,2017,8.8,3.0,1.0,2.0,399.0,121.0,1940.0,-37.7366,145.0063,1,0,0,0,1,0,0,0,1,0,0,1133600.0
2836,5005,5005,3,2016,8.8,3.0,1.0,2.0,495.0,100.0,1950.0,-37.7521,145.0114,1,0,0,0,1,0,0,0,1,0,0,1032399.9999999999
2837,5006,5006,2,2016,8.8,2.0,1.0,1.0,266.0,100.0,1925.0,-37.7423,145.0105,1,0,0,0,1,0,0,0,1,0,0,916399.9999999999
2838,5008,5008,2,2016,8.8,2.0,2.0,1.0,415.0,138.0,1925.0,-37.7481,145.0017,1,0,0,0,1,0,0,0,1,0,0,997599.9999999999
2839,5009,5009,2,2016,8.8,2.0,1.0,1.0,372.0,82.0,1940.0,-37.7348,144.9852,1,0,0,0,1,0,0,0,1,0,0,730800.0
2840,5012,5012,4,2016,8.8,4.0,1.0,2.0,400.0,147.0,1940.0,-37.7371,145.0111,1,0,0,0,1,0,0,0,1,0,0,1014999.9999999999
2841,5013,5013,3,2016,8.8,3.0,1.0,0.0,333.0,118.0,1920.0,-37.7423,145.0097,1,0,0,0,1,0,0,0,0,1,0,1070680.0
2842,5014,5014,4,2016,8.8,3.0,1.0,1.0,396.0,184.0,1920.0,-37.7361,145.0093,1,0,0,1,0,0,0,0,1,0,0,1067200.0
2843,5016,5016,4,2016,8.8,4.0,2.0,1.0,561.0,150.0,1950.0,-37.7369,145.0201,1,0,0,0,1,0,0,0,1,0,0,1010359.9999999999
2844,5019,5019,4,2016,8.8,4.0,2.0,1.0,243.0,140.0,2005.0,-37.7506,144.9847,1,0,0,0,1,0,0,0,1,0,0,1102000.0
2845,5022,5022,4,2016,8.8,4.0,1.0,2.0,400.0,117.0,1890.0,-37.7346,145.0164,1,0,0,0,1,0,0,0,0,1,0,1009199.9999999999
2846,5023,5023,3,2016,8.8,2.0,1.0,1.0,713.0,83.0,1960.0,-37.7436,145.0191,1,0,0,0,0,0,1,0,1,0,0,1375760.0
2847,5029,5029,2,2016,8.8,2.0,1.0,1.0,126.0,79.0,1970.0,-37.7523,145.0091,0,0,1,0,1,0,0,0,0,1,0,707600.0
2848,5030,5030,3,2016,8.8,3.0,2.0,2.0,463.0,123.0,1920.0,-37.7507,144.9921,1,0,0,0,1,0,0,0,1,0,0,1348500.0
2849,5031,5031,4,2016,8.8,3.0,1.0,2.0,560.0,160.0,1970.0,-37.743,144.9914,1,0,0,0,1,0,0,0,1,0,0,1325300.0
2850,5032,5032,3,2016,8.8,3.0,1.0,2.0,679.0,143.0,1950.0,-37.7392,145.0163,1,0,0,0,0,0,1,0,0,1,0,1078800.0
2851,5033,5033,3,2016,8.8,3.0,2.0,1.0,650.0,119.0,1950.0,-37.7302,144.998,1,0,0,0,1,0,0,0,1,0,0,1014999.9999999999
2852,5034,5034,4,2016,8.8,4.0,1.0,2.0,390.0,120.0,1950.0,-37.7395,144.9843,1,0,0,1,0,0,0,0,1,0,0,974399.9999999999
2853,5036,5036,3,2016,8.8,3.0,3.0,2.0,1954.9438775510205,127.0,2005.0,-37.75,144.9846,1,0,0,1,0,0,0,0,1,0,0,869999.9999999999
2854,5037,5037,4,2016,8.8,3.0,2.0,2.0,500.0,150.0,1950.0,-37.732,145.0209,1,0,0,1,0,0,0,0,1,0,0,869999.9999999999
2855,5038,5038,3,2016,11.2,3.0,1.0,1.0,191.0,107.0,1990.0,-37.7019,145.0256,0,0,1,0,1,0,0,0,1,0,0,551000.0
2856,5039,5039,2,2016,11.2,2.0,1.0,1.0,189.0,84.0,2012.0,-37.708,145.0181,0,0,1,1,0,0,0,0,1,0,0,481399.99999999994
2857,5040,5040,3,2016,11.2,3.0,1.0,2.0,779.0,138.0,1950.0,-37.7292,145.0214,1,0,0,0,1,0,0,0,1,0,0,847959.9999999999
2858,5041,5041,2,2016,11.2,2.0,1.0,1.0,117.0,62.0,2012.0,-37.7101,145.0223,0,0,1,0,0,0,1,0,1,0,0,408320.0
2859,5042,5042,3,2016,11.2,3.0,1.0,1.0,535.0,86.0,1950.0,-37.7299,145.0242,1,0,0,0,1,0,0,0,1,0,0,838680.0
2860,5043,5043,2,2016,11.2,2.0,1.0,1.0,99.0,67.0,1970.0,-37.7166,144.9911,0,0,1,0,1,0,0,0,0,1,0,389760.0
2861,5044,5044,3,2016,11.2,3.0,1.0,1.0,1262.0,85.0,1955.0,-37.7139,145.0215,1,0,0,0,1,0,0,0,1,0,0,794600.0
2862,5047,5047,3,2016,11.2,3.0,2.0,2.0,676.0,272.0,1950.0,-37.7262,145.0177,1,0,0,0,1,0,0,0,1,0,0,1189000.0
2863,5048,5048,2,2017,11.2,2.0,1.0,1.0,91.0,84.0,2014.0,-37.713,145.0108,0,1,0,0,1,0,0,0,1,0,0,534100.0
2864,5049,5049,3,2017,11.2,3.0,1.0,2.0,227.0,118.0,1930.0,-37.7286,145.0059,1,0,0,0,1,0,0,0,1,0,0,877450.0000000001
2865,5052,5052,3,2017,11.2,3.0,2.0,4.0,466.0,467.0,1930.0,-37.7266,145.0004,1,0,0,0,1,0,0,0,0,1,0,1095450.0
2866,5055,5055,2,2016,11.2,2.0,1.0,1.0,234.0,92.0,2014.0,-37.7182,145.0161,1,0,0,0,1,0,0,0,1,0,0,620600.0
2867,5057,5057,3,2016,11.2,3.0,1.0,5.0,4679.0,170.0,1975.0,-37.7093,145.0012,1,0,0,0,1,0,0,0,1,0,0,927999.9999999999
2868,5058,5058,3,2016,11.2,3.0,1.0,2.0,543.0,135.0,1965.0,-37.6946,144.9962,1,0,0,1,0,0,0,0,1,0,0,591600.0
2869,5059,5059,3,2016,11.2,3.0,2.0,3.0,649.0,114.0,1950.0,-37.705,145.0216,1,0,0,0,0,0,1,0,1,0,0,755160.0
2870,5061,5061,2,2016,11.2,2.0,1.0,1.0,360.0,83.0,1960.0,-37.7273,145.0254,1,0,0,1,0,0,0,0,1,0,0,423399.99999999994
2871,5062,5062,2,2016,11.2,2.0,1.0,1.0,171.0,94.0,2009.0,-37.711,145.0027,0,0,1,0,1,0,0,0,1,0,0,469799.99999999994
2872,5063,5063,3,2016,11.2,3.0,2.0,1.0,158.0,117.0,2011.0,-37.7293,145.0216,0,1,0,0,1,0,0,0,1,0,0,719780.0
2873,5065,5065,1,2016,11.2,1.0,1.0,1.0,141.0,80.0,2000.0,-37.7025,144.9887,1,0,0,1,0,0,0,0,1,0,0,301600.0
2874,5067,5067,3,2016,11.2,3.0,2.0,1.0,267.0,186.0,2003.0,-37.7132,145.0075,1,0,0,1,0,0,0,0,1,0,0,725000.0
2875,5069,5069,2,2016,11.2,2.0,1.0,1.0,146.0,84.0,1980.0,-37.719,145.0014,0,0,1,0,1,0,0,0,0,1,0,495899.99999999994
2876,5070,5070,4,2016,11.2,4.0,2.0,2.0,581.0,244.0,2006.0,-37.6926,144.9861,1,0,0,0,1,0,0,0,1,0,0,987159.9999999999
2877,5071,5071,3,2016,11.2,3.0,2.0,3.0,479.0,153.0,1950.0,-37.7271,144.9968,1,0,0,0,1,0,0,0,1,0,0,1157680.0
2878,5072,5072,4,2016,11.2,4.0,2.0,3.0,630.0,190.0,1935.0,-37.721,144.9952,1,0,0,0,1,0,0,0,0,1,0,1194800.0
2879,5074,5074,2,2016,11.2,2.0,1.0,1.0,180.0,61.0,2004.0,-37.7283,145.0207,0,0,1,0,1,0,0,0,0,1,0,475599.99999999994
2880,5080,5080,4,2016,11.2,4.0,1.0,1.0,518.0,135.0,1920.0,-37.726,145.0044,1,0,0,0,1,0,0,0,1,0,0,1177400.0
2881,5081,5081,3,2016,11.2,3.0,3.0,2.0,618.0,153.0,1960.0,-37.7154,144.9962,1,0,0,0,1,0,0,0,1,0,0,1061400.0
2882,5085,5085,2,2016,11.2,2.0,1.0,1.0,149.0,70.0,1980.0,-37.7177,144.9917,0,0,1,0,1,0,0,0,1,0,0,440799.99999999994
2883,5087,5087,3,2016,11.2,3.0,2.0,1.0,229.0,130.0,2008.0,-37.7036,145.0145,0,1,0,1,0,0,0,0,1,0,0,614800.0
2884,5088,5088,3,2016,11.2,3.0,1.0,1.0,270.0,160.0,2016.0,-37.702,145.0148,0,1,0,0,1,0,0,0,1,0,0,686720.0
2885,5090,5090,2,2016,11.2,2.0,1.0,2.0,132.0,83.0,1980.0,-37.709,145.0219,0,0,1,0,0,0,1,0,1,0,0,510399.99999999994
2886,5091,5091,3,2016,11.2,3.0,1.0,3.0,620.0,114.0,1960.0,-37.7099,144.9938,1,0,0,0,0,0,1,0,1,0,0,754000.0
2887,5092,5092,2,2016,11.2,2.0,1.0,1.0,159.0,70.0,2000.0,-37.7059,145.0115,0,1,0,0,1,0,0,0,1,0,0,482559.99999999994
2888,5095,5095,3,2016,11.2,3.0,1.0,1.0,1974.48,63.0,1970.0,-37.7272,145.0057,0,0,1,0,0,0,1,0,1,0,0,349160.0
2889,5096,5096,3,2016,11.2,2.0,1.0,3.0,560.0,110.0,1950.0,-37.721,144.9885,1,0,0,0,1,0,0,0,1,0,0,1003399.9999999999
2890,5100,5100,3,2016,11.2,3.0,1.0,1.0,700.0,98.0,1950.0,-37.7125,145.022,1,0,0,1,0,0,0,0,1,0,0,754000.0
2891,5102,5102,2,2016,11.2,2.0,1.0,1.0,184.0,77.0,1965.0,-37.7043,145.0277,0,0,1,0,1,0,0,0,0,1,0,465159.99999999994
2892,5104,5104,2,2016,11.2,2.0,1.0,1.0,168.0,93.0,1970.0,-37.7167,145.0001,0,0,1,0,1,0,0,0,0,1,0,569560.0
2893,5106,5106,3,2016,11.2,3.0,1.0,2.0,564.0,558.0,1960.0,-37.7196,144.9899,1,0,0,0,0,0,1,0,1,0,0,939599.9999999999
2894,5110,5110,2,2017,11.2,2.0,1.0,2.0,229.0,92.0,1970.0,-37.71,145.0082,1,0,0,0,1,0,0,0,1,0,0,604950.0
2895,5111,5111,2,2017,11.2,2.0,1.0,1.0,1974.48,72.0,2016.0,-37.7091,145.0255,0,1,0,0,1,0,0,0,1,0,0,381500.0
2896,5112,5112,3,2017,11.2,3.0,2.0,2.0,215.0,146.0,2003.0,-37.7257,145.0243,1,0,0,1,0,0,0,0,1,0,0,588600.0
2897,5115,5115,3,2016,11.2,3.0,1.0,1.0,750.0,103.0,1970.0,-37.7107,145.0317,1,0,0,0,0,0,1,0,1,0,0,791120.0
2898,5116,5116,2,2016,11.2,2.0,1.0,1.0,83.0,85.0,2010.0,-37.7171,145.0019,0,1,0,1,0,0,0,0,1,0,0,440799.99999999994
2899,5117,5117,1,2016,11.2,1.0,1.0,2.0,96.0,45.0,2009.0,-37.7175,145.0081,0,0,1,0,0,0,1,0,0,1,0,406000.0
2900,5118,5118,4,2016,11.2,4.0,2.0,4.0,820.0,197.0,1965.0,-37.6945,144.992,1,0,0,1,0,0,0,0,1,0,0,869999.9999999999
2901,5119,5119,2,2016,11.2,2.0,1.0,1.0,96.0,73.0,2013.0,-37.7139,145.0198,0,1,0,0,1,0,0,0,1,0,0,574200.0
2902,5122,5122,3,2016,11.2,3.0,1.0,1.0,359.0,109.0,1960.0,-37.6957,145.0161,0,0,1,0,1,0,0,0,1,0,0,580000.0
2903,5126,5126,2,2016,11.2,2.0,1.0,1.0,102.0,67.0,1970.0,-37.7064,145.0264,0,0,1,1,0,0,0,0,1,0,0,406000.0
2904,5128,5128,2,2016,11.2,2.0,1.0,1.0,1974.48,54.0,2012.0,-37.7112,144.9989,0,0,1,0,0,0,1,0,0,1,0,388600.0
2905,5132,5132,3,2016,11.2,3.0,1.0,2.0,592.0,84.0,1960.0,-37.728,145.0352,1,0,0,0,1,0,0,0,1,0,0,633360.0
2906,5133,5133,3,2016,11.2,3.0,1.0,1.0,172.0,97.0,1970.0,-37.7092,145.0274,0,0,1,1,0,0,0,0,1,0,0,463999.99999999994
2907,5137,5137,2,2016,11.2,2.0,1.0,1.0,132.0,65.0,2010.0,-37.708,145.0223,0,0,1,0,1,0,0,0,0,1,0,417600.0
2908,5139,5139,3,2016,11.2,3.0,1.0,1.0,250.0,105.0,1960.0,-37.6974,145.0213,1,0,0,0,1,0,0,0,1,0,0,475599.99999999994
2909,5140,5140,2,2016,11.2,2.0,1.0,1.0,931.0,121.0,1970.0,-37.7033,145.0169,1,0,0,0,0,0,1,0,1,0,0,969759.9999999999
2910,5142,5142,4,2016,11.2,4.0,2.0,3.0,525.0,525.0,1974.48,-37.7029,145.0324,1,0,0,0,1,0,0,0,0,1,0,940759.9999999999
2911,5145,5145,2,2016,11.2,2.0,1.0,2.0,132.0,83.0,1980.0,-37.709,145.0219,0,0,1,0,0,0,1,0,1,0,0,510399.99999999994
2912,5148,5148,2,2016,11.2,2.0,1.0,1.0,104.0,77.0,1970.0,-37.7104,145.0076,0,0,1,0,1,0,0,0,1,0,0,436159.99999999994
2913,5149,5149,2,2016,11.2,2.0,1.0,1.0,1974.48,65.0,1960.0,-37.7093,145.0084,0,0,1,0,1,0,0,0,1,0,0,374680.0
2914,5150,5150,3,2016,11.2,3.0,1.0,4.0,527.0,146.0,1965.0,-37.6983,144.9941,1,0,0,0,1,0,0,0,1,0,0,788800.0
2915,5151,5151,2,2016,11.2,2.0,1.0,1.0,1974.48,106.0,2007.0,-37.7141,145.0047,0,1,0,0,1,0,0,0,1,0,0,614800.0
2916,5152,5152,4,2016,11.2,4.0,3.0,1.0,595.0,174.0,2013.0,-37.7283,145.0072,1,0,0,0,1,0,0,0,1,0,0,911759.9999999999
2917,5153,5153,2,2016,11.2,2.0,1.0,1.0,122.0,74.0,1980.0,-37.7261,144.9961,0,0,1,0,0,0,0,1,1,0,0,452399.99999999994
2918,5154,5154,3,2016,11.2,3.0,1.0,2.0,468.0,92.0,1960.0,-37.7184,144.9962,1,0,0,0,1,0,0,0,1,0,0,754000.0
2919,5157,5157,3,2016,11.2,3.0,2.0,3.0,574.0,159.0,1955.0,-37.722,144.9922,1,0,0,0,0,0,1,0,0,1,0,927999.9999999999
2920,5159,5159,2,2016,11.2,2.0,1.0,1.0,90.0,64.0,1970.0,-37.7295,145.0243,0,0,1,1,0,0,0,0,1,0,0,382800.0
2921,5160,5160,3,2016,11.2,3.0,1.0,1.0,474.0,114.0,1960.0,-37.7086,144.9919,1,0,0,0,1,0,0,0,1,0,0,625240.0
2922,5161,5161,3,2016,11.2,3.0,1.0,1.0,456.0,94.0,1960.0,-37.7038,145.0281,1,0,0,0,1,0,0,0,1,0,0,722100.0
2923,5162,5162,4,2016,11.2,3.0,2.0,2.0,834.0,129.0,2017.0,-37.704,145.0299,1,0,0,0,1,0,0,0,1,0,0,890299.9999999999
2924,5163,5163,3,2016,11.2,3.0,1.0,2.0,464.0,125.0,1920.0,-37.7245,145.004,1,0,0,1,0,0,0,0,1,0,0,904799.9999999999
2925,5164,5164,3,2016,11.2,3.0,2.0,1.0,618.0,149.0,1965.0,-37.6989,145.0212,1,0,0,0,1,0,0,0,1,0,0,774880.0
2926,5167,5167,3,2017,11.2,3.0,1.0,2.0,159.0,97.0,1970.0,-37.7277,145.0248,0,0,1,0,1,0,0,0,1,0,0,512300.00000000006
2927,5170,5170,3,2017,11.2,3.0,2.0,2.0,456.0,137.0,1970.0,-37.7061,145.0308,1,0,0,0,1,0,0,0,0,1,0,713950.0
2928,5173,5173,2,2017,11.2,2.0,1.0,1.0,183.0,93.0,1980.0,-37.7078,145.033,0,0,1,0,0,0,1,0,0,1,0,479600.00000000006
2929,5174,5174,3,2016,11.2,3.0,2.0,1.0,597.0,120.0,1960.0,-37.7066,145.0203,1,0,0,0,1,0,0,0,1,0,0,815480.0
2930,5175,5175,2,2016,11.2,2.0,1.0,1.0,141.0,81.0,1980.0,-37.7149,145.0009,0,0,1,0,1,0,0,0,1,0,0,491839.99999999994
2931,5177,5177,3,2016,11.2,3.0,1.0,2.0,745.0,149.0,1985.0,-37.7007,144.9815,1,0,0,0,1,0,0,0,1,0,0,711080.0
2932,5179,5179,2,2016,11.2,2.0,1.0,1.0,145.0,100.0,1974.48,-37.7284,145.0361,0,1,0,0,1,0,0,0,0,1,0,492999.99999999994
2933,5181,5181,3,2016,11.2,3.0,1.0,1.0,535.0,133.0,1970.0,-37.692,144.9781,1,0,0,0,1,0,0,0,1,0,0,551000.0
2934,5182,5182,3,2016,11.2,3.0,2.0,2.0,565.0,120.0,1920.0,-37.7196,144.997,1,0,0,0,1,0,0,0,0,1,0,1102000.0
2935,5184,5184,4,2016,11.2,4.0,1.0,2.0,770.0,152.0,1970.0,-37.6981,144.9989,1,0,0,1,0,0,0,0,1,0,0,846799.9999999999
2936,5186,5186,3,2016,11.2,3.0,1.0,2.0,950.0,121.0,1960.0,-37.7022,145.0078,1,0,0,0,1,0,0,0,1,0,0,1049800.0
2937,5187,5187,2,2016,11.2,2.0,2.0,1.0,145.0,145.0,2010.0,-37.7053,145.0173,0,0,1,0,1,0,0,0,1,0,0,556800.0
2938,5188,5188,3,2016,11.2,3.0,1.0,2.0,561.0,96.0,1950.0,-37.7098,145.0031,1,0,0,0,1,0,0,0,1,0,0,889719.9999999999
2939,5190,5190,3,2016,11.2,3.0,1.0,2.0,179.0,108.0,2002.0,-37.7108,145.0289,0,0,1,0,0,0,0,1,1,0,0,521999.99999999994
2940,5191,5191,3,2016,11.2,3.0,2.0,1.0,527.0,177.0,1950.0,-37.7238,144.9964,1,0,0,0,1,0,0,0,1,0,0,1068940.0
2941,5192,5192,2,2016,11.2,3.0,1.0,1.0,126.0,91.0,2013.0,-37.7186,145.0166,0,1,0,0,1,0,0,0,1,0,0,568400.0
2942,5193,5193,3,2016,11.2,3.0,1.0,1.0,563.0,118.0,1940.0,-37.7258,145.0129,1,0,0,0,1,0,0,0,0,1,0,912919.9999999999
2943,5194,5194,2,2016,11.2,2.0,1.0,1.0,1974.48,55.0,2014.0,-37.7112,144.9989,0,0,1,0,0,0,0,1,0,1,0,348000.0
2944,5195,5195,2,2016,11.2,2.0,1.0,1.0,1974.48,54.0,2012.0,-37.7112,144.9989,0,0,1,0,1,0,0,0,0,1,0,388600.0
2945,5198,5198,3,2016,11.2,3.0,1.0,2.0,521.0,100.0,2010.0,-37.7097,144.9912,0,0,1,0,0,0,1,0,1,0,0,551000.0
2946,5199,5199,2,2016,11.2,2.0,1.0,1.0,153.0,87.0,2007.0,-37.7098,145.0211,0,0,1,0,0,0,1,0,1,0,0,510399.99999999994
2947,5214,5214,1,2016,11.2,2.0,1.0,1.0,1974.48,45.0,1970.0,-37.7111,144.9919,0,0,1,0,1,0,0,0,0,1,0,250559.99999999997
2948,5215,5215,1,2016,11.2,1.0,1.0,1.0,1974.48,45.0,1970.0,-37.7111,144.9919,0,0,1,0,1,0,0,0,0,1,0,255199.99999999997
2949,5217,5217,2,2016,11.2,2.0,1.0,1.0,151.0,80.0,1975.0,-37.7126,144.99,0,0,1,0,0,0,0,1,0,1,0,394400.0
2950,5219,5219,1,2017,11.2,1.0,1.0,1.0,94.0,50.0,2014.0,-37.7186,145.011,1,0,0,0,0,0,1,0,0,1,0,430550.00000000006
2951,5221,5221,2,2017,11.2,2.0,1.0,1.0,585.0,97.0,1950.0,-37.719,144.9972,1,0,0,0,1,0,0,0,1,0,0,861100.0000000001
2952,5223,5223,3,2017,11.2,3.0,1.0,2.0,460.0,102.0,1965.0,-37.6917,144.9755,1,0,0,0,1,0,0,0,0,1,0,655090.0
2953,5227,5227,2,2016,11.2,2.0,1.0,1.0,87.0,62.0,1970.0,-37.7174,145.0016,0,0,1,0,1,0,0,0,0,1,0,348000.0
2954,5228,5228,2,2016,11.2,2.0,1.0,2.0,153.0,107.0,2003.0,-37.702,145.0324,0,1,0,0,0,0,0,1,0,1,0,487199.99999999994
2955,5229,5229,4,2016,11.2,4.0,2.0,3.0,936.0,262.0,1985.0,-37.7021,145.0178,1,0,0,0,1,0,0,0,1,0,0,1026599.9999999999
2956,5231,5231,3,2016,11.2,3.0,1.0,2.0,550.0,557.0,1965.0,-37.7208,144.9887,1,0,0,0,1,0,0,0,1,0,0,945399.9999999999
2957,5232,5232,3,2016,11.2,3.0,2.0,2.0,681.0,135.0,1940.0,-37.7217,145.0163,1,0,0,0,1,0,0,0,1,0,0,1023699.9999999999
2958,5233,5233,3,2016,11.2,3.0,1.0,2.0,589.0,128.0,1950.0,-37.7195,144.9982,1,0,0,0,1,0,0,0,1,0,0,919879.9999999999
2959,5234,5234,3,2016,11.2,3.0,2.0,2.0,260.0,128.0,2006.0,-37.7106,145.0225,1,0,0,1,0,0,0,0,1,0,0,638000.0
2960,5236,5236,2,2016,11.2,2.0,1.0,1.0,236.0,72.0,2012.0,-37.6984,144.9997,0,0,1,0,1,0,0,0,1,0,0,502279.99999999994
2961,5238,5238,2,2016,11.2,2.0,1.0,1.0,750.0,92.0,1960.0,-37.7089,145.0192,1,0,0,0,1,0,0,0,1,0,0,788800.0
2962,5240,5240,3,2016,11.2,3.0,1.0,1.0,826.0,101.0,1960.0,-37.7013,145.0244,1,0,0,0,1,0,0,0,1,0,0,987159.9999999999
2963,5244,5244,3,2016,11.2,3.0,1.0,4.0,670.0,134.0,1935.0,-37.7242,145.0154,1,0,0,0,1,0,0,0,0,1,0,1189000.0
2964,5247,5247,5,2016,11.2,5.0,2.0,2.0,737.0,150.0,1974.48,-37.7306,145.0242,1,0,0,0,0,0,1,0,1,0,0,951199.9999999999
2965,5248,5248,3,2016,11.2,3.0,1.0,2.0,602.0,162.0,1970.0,-37.7115,145.0009,1,0,0,0,1,0,0,0,1,0,0,909439.9999999999
2966,5249,5249,4,2016,11.2,4.0,1.0,2.0,895.0,188.0,1940.0,-37.7285,144.9964,1,0,0,0,0,0,1,0,1,0,0,1375760.0
2967,5253,5253,4,2016,11.2,4.0,2.0,2.0,508.0,141.0,1950.0,-37.7129,145.0047,1,0,0,0,1,0,0,0,1,0,0,1026599.9999999999
2968,5254,5254,3,2016,11.2,3.0,1.0,6.0,807.0,133.0,1975.0,-37.704,144.9864,1,0,0,0,1,0,0,0,1,0,0,833460.0
2969,5255,5255,5,2016,11.2,3.0,2.0,2.0,548.0,285.0,1990.0,-37.7099,145.0333,1,0,0,0,1,0,0,0,1,0,0,884499.9999999999
2970,5258,5258,2,2016,11.2,3.0,1.0,2.0,383.0,103.0,1970.0,-37.7103,145.0037,1,0,0,0,1,0,0,0,1,0,0,707600.0
2971,5261,5261,4,2016,11.2,4.0,1.0,2.0,561.0,134.0,1960.0,-37.697,144.9989,1,0,0,0,1,0,0,0,1,0,0,788800.0
2972,5264,5264,2,2016,11.2,2.0,1.0,1.0,133.0,65.0,2012.0,-37.6983,144.9998,0,0,1,0,0,0,1,0,0,1,0,452399.99999999994
2973,5265,5265,2,2016,2.6,2.0,1.0,1.0,125.0,103.0,1950.0,-37.8106,144.994,1,0,0,0,1,0,0,0,0,1,0,1086920.0
2974,5266,5266,3,2016,2.6,2.0,1.0,0.0,203.0,81.0,1900.0,-37.8166,144.9945,1,0,0,0,1,0,0,0,0,1,0,1461600.0
2975,5269,5269,2,2016,2.6,2.0,1.0,2.0,1954.2222222222224,85.0,1997.0,-37.8164,145.0136,0,0,1,0,1,0,0,0,1,0,0,922489.9999999999
2976,5270,5270,2,2016,2.6,2.0,1.0,1.0,1954.2222222222224,75.0,2001.0,-37.824,144.9918,0,0,1,0,1,0,0,0,0,1,0,675120.0
2977,5274,5274,1,2016,2.6,1.0,1.0,1.0,502.0,38.0,1950.0,-37.8214,144.9997,0,0,1,0,1,0,0,0,0,1,0,429199.99999999994
2978,5279,5279,1,2017,2.6,1.0,1.0,1.0,8223.0,57.0,2012.0,-37.8127,145.0094,0,0,1,0,0,0,1,0,0,1,0,458890.00000000006
2979,5281,5281,5,2017,2.6,5.0,3.0,3.0,618.0,260.0,1890.0,-37.8157,145.0073,1,0,0,0,0,0,1,0,1,0,0,3488000.0000000005
2980,5282,5282,2,2017,2.6,2.0,1.0,1.0,1954.2222222222224,62.0,1970.0,-37.8258,145.0057,0,0,1,0,1,0,0,0,1,0,0,522110.00000000006
2981,5284,5284,2,2017,2.6,2.0,1.0,1.0,1725.0,69.0,2005.0,-37.8174,144.9949,0,0,1,1,0,0,0,0,1,0,0,713950.0
2982,5286,5286,2,2017,2.6,2.0,1.0,1.0,2571.0,66.0,2013.0,-37.8198,145.005,0,0,1,0,1,0,0,0,0,1,0,611490.0
2983,5287,5287,2,2017,2.6,2.0,2.0,1.0,2740.0,76.0,2003.0,-37.8231,144.9906,0,0,1,0,1,0,0,0,0,1,0,692150.0
2984,5288,5288,3,2016,2.6,3.0,1.0,1.0,199.0,105.0,1900.0,-37.8193,144.9993,1,0,0,1,0,0,0,0,1,0,0,1171600.0
2985,5289,5289,2,2016,2.6,2.0,1.0,1.0,169.0,92.0,1900.0,-37.8235,145.0035,1,0,0,0,1,0,0,0,1,0,0,1189000.0
2986,5291,5291,2,2016,2.6,2.0,1.0,2.0,1954.2222222222224,68.0,2000.0,-37.815,145.0089,0,0,1,0,0,0,1,0,1,0,0,638000.0
2987,5293,5293,4,2016,2.6,4.0,2.0,2.0,58.0,158.0,2007.0,-37.817,145.0135,1,0,0,0,1,0,0,0,1,0,0,1595000.0
2988,5295,5295,2,2016,2.6,2.0,2.0,1.0,220.0,131.0,1920.0,-37.8284,144.9989,1,0,0,0,1,0,0,0,0,1,0,1746959.9999999998
2989,5296,5296,3,2016,2.6,3.0,1.0,2.0,332.0,116.0,1940.0,-37.8131,145.005,1,0,0,1,0,0,0,0,0,0,1,1566000.0
